record_id,decision,matched_uid
C739575,MATCH,AR-46376
C688620,MATCH,AR-70432
C827073,MATCH,AR-74159
C256874,NO_MATCH,
C303812,MATCH,AR-27528
C963780,NO_MATCH,
C526426,NO_MATCH,
C123012,NO_MATCH,
C234284,NO_MATCH,
C377196,NO_MATCH,
C291116,NO_MATCH,
C626759,NO_MATCH,
C362869,MATCH,AR-27122
C824071,NO_MATCH,
C296169,MATCH,AR-26993
C507020,NO_MATCH,
C652074,NO_MATCH,
C158290,MATCH,AR-53237
C605869,NO_MATCH,
C679515,NO_MATCH,
C628005,NO_MATCH,
C891723,NO_MATCH,
C251889,MATCH,AR-62226
C991383,MATCH,AR-14795
C428295,NO_MATCH,
C615973,MATCH,AR-42214
C180891,NO_MATCH,
C896378,NO_MATCH,
C227793,NO_MATCH,
C982790,NO_MATCH,
C374837,NO_MATCH,
C699599,MATCH,AR-60860
C460882,MATCH,AR-59363
C924169,NO_MATCH,
C390075,MATCH,AR-29033
C778135,MATCH,AR-56590
C914702,MATCH,AR-82350
C421008,MATCH,AR-29108
C238276,MATCH,AR-68191
C229734,NO_MATCH,
C803387,NO_MATCH,
C905812,NO_MATCH,
C987811,NO_MATCH,
C932079,MATCH,AR-18695
C740041,MATCH,AR-86593
C477088,NO_MATCH,
C419909,NO_MATCH,
C545745,NO_MATCH,
C337908,NO_MATCH,
C992737,NO_MATCH,
C171370,NO_MATCH,
C451745,NO_MATCH,
C135440,NO_MATCH,
C236182,NO_MATCH,
C431814,NO_MATCH,
C441261,NO_MATCH,
C615936,NO_MATCH,
C906048,MATCH,AR-10431
C612035,NO_MATCH,
C444776,MATCH,AR-75279
C207135,NO_MATCH,
C830542,NO_MATCH,
C542596,MATCH,AR-44630
C165240,NO_MATCH,
C494171,NO_MATCH,
C298848,NO_MATCH,
C614921,NO_MATCH,
C197144,NO_MATCH,
C294275,MATCH,AR-70833
C428803,NO_MATCH,
C413861,NO_MATCH,
C727484,NO_MATCH,
C745807,MATCH,AR-41767
C210671,NO_MATCH,
C815436,NO_MATCH,
C390511,NO_MATCH,
C124389,NO_MATCH,
C275002,NO_MATCH,
C834283,NO_MATCH,
C710051,MATCH,AR-92521
C372601,MATCH,AR-84700
C495373,NO_MATCH,
C683381,NO_MATCH,
C702728,NO_MATCH,
C375962,NO_MATCH,
C791666,NO_MATCH,
C706417,NO_MATCH,
C832068,NO_MATCH,
C478348,NO_MATCH,
C678538,MATCH,AR-18901
C985746,MATCH,AR-42623
C641389,MATCH,AR-63185
C479490,NO_MATCH,
C713540,MATCH,AR-77070
C351704,NO_MATCH,
C598284,NO_MATCH,
C623085,NO_MATCH,
C622405,MATCH,AR-61022
C989388,NO_MATCH,
C728277,NO_MATCH,
C150230,NO_MATCH,
C360184,NO_MATCH,
C715479,NO_MATCH,
C371651,MATCH,AR-95337
C953705,NO_MATCH,
C928703,NO_MATCH,
C469665,NO_MATCH,
C211623,NO_MATCH,
C342230,NO_MATCH,
C214312,NO_MATCH,
C968386,MATCH,AR-78664
C515699,NO_MATCH,
C684722,NO_MATCH,
C569094,NO_MATCH,
C404445,NO_MATCH,
C835196,NO_MATCH,
C230731,MATCH,AR-54599
C874426,MATCH,AR-10866
C243703,NO_MATCH,
C958148,NO_MATCH,
C110948,NO_MATCH,
C887925,MATCH,AR-96184
C698832,NO_MATCH,
C952048,NO_MATCH,
C593998,NO_MATCH,
C112951,NO_MATCH,
C330361,NO_MATCH,
C909565,NO_MATCH,
C176082,MATCH,AR-43280
C375203,NO_MATCH,
C654046,NO_MATCH,
C871798,NO_MATCH,
C792657,NO_MATCH,
C480124,MATCH,AR-15021
C952812,NO_MATCH,
C505815,NO_MATCH,
C778263,NO_MATCH,
C720144,MATCH,AR-69148
C648982,NO_MATCH,
C356480,MATCH,AR-18174
C415908,NO_MATCH,
C711178,MATCH,AR-54290
C556253,NO_MATCH,
C870063,MATCH,AR-55982
C395986,NO_MATCH,
C621200,NO_MATCH,
C299677,MATCH,AR-23465
C555791,NO_MATCH,
C465675,MATCH,AR-92961
C316067,NO_MATCH,
C562390,MATCH,AR-81944
C612691,NO_MATCH,
C545098,NO_MATCH,
C951206,MATCH,AR-21871
C699833,NO_MATCH,
C224562,NO_MATCH,
C869556,MATCH,AR-64871
C845622,NO_MATCH,
C250437,NO_MATCH,
C511654,NO_MATCH,
C214243,NO_MATCH,
C893569,NO_MATCH,
C782864,MATCH,AR-58848
C970079,NO_MATCH,
C942387,NO_MATCH,
C486232,NO_MATCH,
C898538,NO_MATCH,
C175780,NO_MATCH,
C330709,MATCH,AR-67191
C638695,NO_MATCH,
C800335,NO_MATCH,
C917727,NO_MATCH,
C567615,NO_MATCH,
C542225,MATCH,AR-10837
C527841,NO_MATCH,
C737874,NO_MATCH,
C900900,NO_MATCH,
C377642,NO_MATCH,
C195585,NO_MATCH,
C307940,NO_MATCH,
C531174,NO_MATCH,
C436145,NO_MATCH,
C316254,MATCH,AR-26094
C204524,NO_MATCH,
C398012,NO_MATCH,
C756740,MATCH,AR-10605
C501893,NO_MATCH,
C377276,NO_MATCH,
C357316,MATCH,AR-88364
C730615,NO_MATCH,
C264978,NO_MATCH,
C278836,NO_MATCH,
C955546,NO_MATCH,
C780543,MATCH,AR-44986
C567013,NO_MATCH,
C745827,NO_MATCH,
C407058,NO_MATCH,
C903767,NO_MATCH,
C603313,MATCH,AR-59833
C880412,MATCH,AR-84276
C769093,NO_MATCH,
C149512,NO_MATCH,
C702989,NO_MATCH,
C479608,NO_MATCH,
C333919,NO_MATCH,
C337358,MATCH,AR-71722
C715007,MATCH,AR-34331
C778747,MATCH,AR-22709
C840575,NO_MATCH,
C491334,MATCH,AR-62513
C622028,MATCH,AR-42962
C116933,NO_MATCH,
C836746,NO_MATCH,
C820514,MATCH,AR-19147
C363084,MATCH,AR-63975
C660460,NO_MATCH,
C960407,MATCH,AR-91878
C890396,NO_MATCH,
C656895,MATCH,AR-30323
C816294,MATCH,AR-30443
C701615,NO_MATCH,
C442607,NO_MATCH,
C341644,MATCH,AR-75595
C135299,NO_MATCH,
C398998,NO_MATCH,
C150934,NO_MATCH,
C382055,NO_MATCH,
C487566,NO_MATCH,
C389568,MATCH,AR-62572
C276690,NO_MATCH,
C917113,MATCH,AR-63782
C390198,NO_MATCH,
C789163,MATCH,AR-48634
C879999,MATCH,AR-63534
C273386,NO_MATCH,
C842205,NO_MATCH,
C380375,MATCH,AR-69300
C360692,NO_MATCH,
C912847,MATCH,AR-24041
C440973,NO_MATCH,
C240134,NO_MATCH,
C619887,NO_MATCH,
C191583,NO_MATCH,
C480834,MATCH,AR-45631
C466256,NO_MATCH,
C823970,NO_MATCH,
C305004,NO_MATCH,
C259521,NO_MATCH,
C759955,NO_MATCH,
C768482,NO_MATCH,
C263574,NO_MATCH,
C387698,NO_MATCH,
C419009,MATCH,AR-69900
C193911,NO_MATCH,
C458528,NO_MATCH,
C122489,MATCH,AR-48242
C451874,NO_MATCH,
C977255,NO_MATCH,
C812618,NO_MATCH,
C101675,NO_MATCH,
C154627,NO_MATCH,
C525908,MATCH,AR-60792
C611042,NO_MATCH,
C192581,NO_MATCH,
C614031,NO_MATCH,
C834976,NO_MATCH,
C894305,MATCH,AR-94902
C865044,MATCH,AR-33165
C950864,NO_MATCH,
C533860,NO_MATCH,
C437095,MATCH,AR-96071
C238807,NO_MATCH,
C248212,NO_MATCH,
C942311,MATCH,AR-82057
C285394,NO_MATCH,
C561791,NO_MATCH,
C568858,NO_MATCH,
C701689,NO_MATCH,
C891079,NO_MATCH,
C155036,NO_MATCH,
C978548,MATCH,AR-62662
C287803,NO_MATCH,
C858741,NO_MATCH,
C192990,MATCH,AR-49418
C208524,NO_MATCH,
C364188,NO_MATCH,
C897720,NO_MATCH,
C406226,MATCH,AR-51056
C404652,NO_MATCH,
C391835,NO_MATCH,
C610652,NO_MATCH,
C532992,NO_MATCH,
C905175,NO_MATCH,
C505318,NO_MATCH,
C281450,MATCH,AR-17951
C658201,NO_MATCH,
C733771,NO_MATCH,
C563124,MATCH,AR-24210
C124292,MATCH,AR-78950
C595835,NO_MATCH,
C325966,NO_MATCH,
C949875,NO_MATCH,
C124298,MATCH,AR-61918
C741485,MATCH,AR-19234
C634520,MATCH,AR-76660
C709239,NO_MATCH,
C725437,NO_MATCH,
C835485,MATCH,AR-37913
C802249,NO_MATCH,
C523334,NO_MATCH,
C112180,NO_MATCH,
C872127,NO_MATCH,
C243832,NO_MATCH,
C847716,NO_MATCH,
C566695,NO_MATCH,
C658222,MATCH,AR-12606
C625147,NO_MATCH,
C588884,NO_MATCH,
C648246,NO_MATCH,
C267052,NO_MATCH,
C155435,NO_MATCH,
C994530,NO_MATCH,
C927886,NO_MATCH,
C793947,NO_MATCH,
C656700,NO_MATCH,
C566462,NO_MATCH,
C401050,MATCH,AR-12448
C329489,NO_MATCH,
C197278,NO_MATCH,
C139185,NO_MATCH,
C738035,NO_MATCH,
C881416,NO_MATCH,
C989002,NO_MATCH,
C290313,NO_MATCH,
C988000,MATCH,AR-92580
C459775,NO_MATCH,
C550163,MATCH,AR-84106
C672781,MATCH,AR-73012
C789709,NO_MATCH,
C683195,NO_MATCH,
C158277,MATCH,AR-48046
C310379,NO_MATCH,
C186795,MATCH,AR-49111
C797700,NO_MATCH,
C704785,MATCH,AR-64972
C240807,NO_MATCH,
C961697,NO_MATCH,
C665947,NO_MATCH,
C416285,NO_MATCH,
C967025,MATCH,AR-74562
C493706,NO_MATCH,
C455772,NO_MATCH,
C791974,NO_MATCH,
C489965,MATCH,AR-39079
C150749,NO_MATCH,
C864981,MATCH,AR-34327
C284905,MATCH,AR-86624
C226180,NO_MATCH,
C886917,MATCH,AR-59128
C237970,MATCH,AR-96801
C472031,NO_MATCH,
C263176,MATCH,AR-84128
C200158,NO_MATCH,
C183260,NO_MATCH,
C291263,NO_MATCH,
C630060,MATCH,AR-83944
C896588,NO_MATCH,
C823058,MATCH,AR-31026
C836874,MATCH,AR-10861
C174031,NO_MATCH,
C358717,NO_MATCH,
C729378,NO_MATCH,
C305180,NO_MATCH,
C591148,NO_MATCH,
C442679,NO_MATCH,
C304255,NO_MATCH,
C979982,NO_MATCH,
C282772,MATCH,AR-89896
C585809,MATCH,AR-95085
C140474,NO_MATCH,
C602827,NO_MATCH,
C967948,NO_MATCH,
C365636,NO_MATCH,
C359344,NO_MATCH,
C288430,MATCH,AR-47761
C360560,NO_MATCH,
C786645,NO_MATCH,
C512254,NO_MATCH,
C121728,NO_MATCH,
C163792,NO_MATCH,
C604731,NO_MATCH,
C662839,NO_MATCH,
C511743,NO_MATCH,
C579231,NO_MATCH,
C531018,MATCH,AR-24000
C133091,NO_MATCH,
C715782,NO_MATCH,
C506475,NO_MATCH,
C987400,NO_MATCH,
C244896,NO_MATCH,
C746933,MATCH,AR-34679
C328595,NO_MATCH,
C211912,MATCH,AR-43378
C175754,MATCH,AR-45360
C839223,NO_MATCH,
C417263,NO_MATCH,
C444999,MATCH,AR-28422
C196379,NO_MATCH,
C620943,MATCH,AR-59195
C171881,NO_MATCH,
C364025,NO_MATCH,
C892733,NO_MATCH,
C268256,MATCH,AR-26419
C455400,NO_MATCH,
C366705,NO_MATCH,
C282817,NO_MATCH,
C413153,NO_MATCH,
C403350,NO_MATCH,
C189489,NO_MATCH,
C979488,NO_MATCH,
C723946,NO_MATCH,
C966358,NO_MATCH,
C550993,NO_MATCH,
C432752,MATCH,AR-13761
C696249,MATCH,AR-92314
C427182,NO_MATCH,
C142770,NO_MATCH,
C577806,NO_MATCH,
C821478,NO_MATCH,
C357029,MATCH,AR-62226
C915248,NO_MATCH,
C680660,MATCH,AR-19833
C966460,NO_MATCH,
C185208,NO_MATCH,
C151317,MATCH,AR-92249
C409694,NO_MATCH,
C494661,NO_MATCH,
C772834,NO_MATCH,
C818416,MATCH,AR-90010
C429074,MATCH,AR-63969
C169940,MATCH,AR-66241
C993211,NO_MATCH,
C781839,MATCH,AR-65681
C134099,MATCH,AR-13940
C267730,MATCH,AR-94128
C589339,MATCH,AR-33443
C451102,NO_MATCH,
C318942,MATCH,AR-92052
C870454,MATCH,AR-69428
C483529,NO_MATCH,
C651099,NO_MATCH,
C560774,NO_MATCH,
C118262,NO_MATCH,
C203863,NO_MATCH,
C130751,MATCH,AR-60002
C517025,MATCH,AR-57892
C213559,NO_MATCH,
C844415,NO_MATCH,
C595923,MATCH,AR-45255
C665962,MATCH,AR-22333
C372248,MATCH,AR-40202
C518351,NO_MATCH,
C452981,MATCH,AR-57028
C340987,MATCH,AR-43586
C696349,MATCH,AR-76198
C771884,NO_MATCH,
C645928,NO_MATCH,
C391502,MATCH,AR-60984
C630790,MATCH,AR-72253
C456777,MATCH,AR-98298
C136077,NO_MATCH,
C252744,MATCH,AR-46202
C727753,MATCH,AR-23812
C540240,MATCH,AR-39876
C562455,NO_MATCH,
C665489,NO_MATCH,
C501931,MATCH,AR-12455
C550390,NO_MATCH,
C722159,MATCH,AR-46329
C878396,NO_MATCH,
C167212,NO_MATCH,
C897269,NO_MATCH,
C281598,MATCH,AR-23934
C765149,NO_MATCH,
C361702,MATCH,AR-52986
C514917,NO_MATCH,
C181075,MATCH,AR-14366
C195357,MATCH,AR-73744
C947243,NO_MATCH,
C834060,NO_MATCH,
C367329,MATCH,AR-38542
C200688,NO_MATCH,
C958848,NO_MATCH,
C861412,MATCH,AR-29346
C465927,MATCH,AR-80682
C830622,MATCH,AR-96299
C511421,NO_MATCH,
C968878,MATCH,AR-25744
C854058,NO_MATCH,
C346379,NO_MATCH,
C117171,NO_MATCH,
C673343,MATCH,AR-14477
C342131,NO_MATCH,
C417297,NO_MATCH,
C443009,NO_MATCH,
C132228,NO_MATCH,
C425107,MATCH,AR-41883
C666056,NO_MATCH,
C487373,NO_MATCH,
C420373,NO_MATCH,
C337486,MATCH,AR-98932
C112055,NO_MATCH,
C125007,NO_MATCH,
C489475,NO_MATCH,
C963790,NO_MATCH,
C999030,NO_MATCH,
C440894,NO_MATCH,
C616041,NO_MATCH,
C130316,NO_MATCH,
C704405,MATCH,AR-76661
C104331,NO_MATCH,
C319931,NO_MATCH,
C786815,NO_MATCH,
C576070,MATCH,AR-21241
C494842,NO_MATCH,
C559633,NO_MATCH,
C395490,NO_MATCH,
C422205,NO_MATCH,
C605359,NO_MATCH,
C515918,NO_MATCH,
C489470,NO_MATCH,
C362196,MATCH,AR-96148
C640595,NO_MATCH,
C382883,NO_MATCH,
C204016,NO_MATCH,
C834875,NO_MATCH,
C589261,NO_MATCH,
C924026,NO_MATCH,
C827367,NO_MATCH,
C679460,MATCH,AR-39974
C333308,NO_MATCH,
C421652,MATCH,AR-22751
C317110,NO_MATCH,
C558928,NO_MATCH,
C413716,NO_MATCH,
C176678,NO_MATCH,
C320036,NO_MATCH,
C201666,NO_MATCH,
C346327,NO_MATCH,
C584472,MATCH,AR-13870
C741148,NO_MATCH,
C686578,NO_MATCH,
C426262,MATCH,AR-16774
C369344,NO_MATCH,
C833258,NO_MATCH,
C488866,NO_MATCH,
C791728,NO_MATCH,
C800165,NO_MATCH,
C216018,NO_MATCH,
C565149,NO_MATCH,
C711149,NO_MATCH,
C309372,NO_MATCH,
C446769,NO_MATCH,
C242899,NO_MATCH,
C557160,NO_MATCH,
C460075,NO_MATCH,
C509356,NO_MATCH,
C405993,MATCH,AR-41377
C787368,NO_MATCH,
C726095,NO_MATCH,
C939779,NO_MATCH,
C926388,MATCH,AR-45997
C565445,NO_MATCH,
C108589,NO_MATCH,
C675551,MATCH,AR-33396
C738440,NO_MATCH,
C888552,MATCH,AR-60353
C254263,NO_MATCH,
C221451,NO_MATCH,
C241328,NO_MATCH,
C246805,NO_MATCH,
C125930,NO_MATCH,
C872020,NO_MATCH,
C569846,MATCH,AR-31770
C568259,NO_MATCH,
C831348,MATCH,AR-54427
C491218,NO_MATCH,
C291369,NO_MATCH,
C850837,MATCH,AR-22373
C276041,NO_MATCH,
C707492,NO_MATCH,
C456172,MATCH,AR-46997
C334941,NO_MATCH,
C435681,NO_MATCH,
C788545,NO_MATCH,
C590746,NO_MATCH,
C486062,NO_MATCH,
C334282,NO_MATCH,
C914745,MATCH,AR-15993
C900138,NO_MATCH,
C477950,NO_MATCH,
C347005,NO_MATCH,
C187565,NO_MATCH,
C366775,NO_MATCH,
C731552,NO_MATCH,
C553850,MATCH,AR-14375
C704702,MATCH,AR-67627
C239707,MATCH,AR-16663
C729627,NO_MATCH,
C521354,MATCH,AR-28386
C103502,NO_MATCH,
C782180,MATCH,AR-13624
C637290,MATCH,AR-61985
C170550,NO_MATCH,
C530839,NO_MATCH,
C329413,MATCH,AR-71546
C781422,NO_MATCH,
C769462,NO_MATCH,
C641640,NO_MATCH,
C901325,MATCH,AR-82762
C536631,NO_MATCH,
C951427,NO_MATCH,
C469951,NO_MATCH,
C702914,NO_MATCH,
C234928,NO_MATCH,
C139868,MATCH,AR-80704
C131354,MATCH,AR-87759
C161718,NO_MATCH,
C684596,MATCH,AR-88220
C818575,MATCH,AR-96749
C536807,NO_MATCH,
C768002,MATCH,AR-28145
C560459,NO_MATCH,
C848695,MATCH,AR-61828
C849073,MATCH,AR-19863
C225317,NO_MATCH,
C735270,NO_MATCH,
C416128,NO_MATCH,
C593262,MATCH,AR-67371
C126843,MATCH,AR-65754
C560696,NO_MATCH,
C280525,NO_MATCH,
C789530,MATCH,AR-31574
C671509,NO_MATCH,
C553163,NO_MATCH,
C588885,MATCH,AR-70542
C306701,MATCH,AR-94890
C327785,NO_MATCH,
C325117,NO_MATCH,
C315914,MATCH,AR-96481
C232483,MATCH,AR-75159
C249195,NO_MATCH,
C325939,NO_MATCH,
C195310,NO_MATCH,
C389817,NO_MATCH,
C165806,MATCH,AR-68175
C573180,MATCH,AR-52790
C445947,MATCH,AR-26602
C831809,NO_MATCH,
C742762,NO_MATCH,
C863586,NO_MATCH,
C922836,NO_MATCH,
C705964,MATCH,AR-38247
C478343,MATCH,AR-83785
C999753,NO_MATCH,
C991337,MATCH,AR-87451
C739372,NO_MATCH,
C478186,MATCH,AR-54383
C374921,NO_MATCH,
C981317,MATCH,AR-19265
C374398,MATCH,AR-88138
C978776,MATCH,AR-93242
C737570,MATCH,AR-11197
C684478,NO_MATCH,
C558203,NO_MATCH,
C986631,NO_MATCH,
C263666,NO_MATCH,
C811990,NO_MATCH,
C458296,NO_MATCH,
C597031,NO_MATCH,
C472752,NO_MATCH,
C572003,MATCH,AR-89372
C199270,MATCH,AR-94621
C998637,NO_MATCH,
C803188,NO_MATCH,
C445588,MATCH,AR-50620
C316671,NO_MATCH,
C358464,MATCH,AR-72559
C233079,NO_MATCH,
C386562,MATCH,AR-82311
C327864,NO_MATCH,
C527001,NO_MATCH,
C681041,NO_MATCH,
C242482,NO_MATCH,
C281025,NO_MATCH,
C598817,NO_MATCH,
C361575,NO_MATCH,
C734422,MATCH,AR-34107
C843068,NO_MATCH,
C264425,NO_MATCH,
C496099,NO_MATCH,
C268844,MATCH,AR-34618
C964845,NO_MATCH,
C263200,NO_MATCH,
C489416,NO_MATCH,
C968990,NO_MATCH,
C443123,MATCH,AR-50730
C123459,NO_MATCH,
C262206,NO_MATCH,
C695031,NO_MATCH,
C530518,NO_MATCH,
C347572,NO_MATCH,
C948668,NO_MATCH,
C581157,NO_MATCH,
C320272,NO_MATCH,
C356028,NO_MATCH,
C613576,MATCH,AR-20603
C843118,NO_MATCH,
C719941,NO_MATCH,
C866608,NO_MATCH,
C543327,NO_MATCH,
C266680,NO_MATCH,
C175431,NO_MATCH,
C638827,NO_MATCH,
C577907,MATCH,AR-86816
C474791,NO_MATCH,
C741002,MATCH,AR-93192
C995542,MATCH,AR-79391
C331448,NO_MATCH,
C529602,NO_MATCH,
C793421,MATCH,AR-85116
C115140,NO_MATCH,
C423268,NO_MATCH,
C742653,NO_MATCH,
C284512,NO_MATCH,
C757101,NO_MATCH,
C627473,NO_MATCH,
C785999,NO_MATCH,
C150417,NO_MATCH,
C991079,MATCH,AR-56855
C611700,NO_MATCH,
C620605,MATCH,AR-74113
C449302,MATCH,AR-75534
C649114,NO_MATCH,
C685489,MATCH,AR-81229
C348329,NO_MATCH,
C607519,MATCH,AR-72850
C148539,MATCH,AR-22720
C583595,NO_MATCH,
C426048,NO_MATCH,
C210807,NO_MATCH,
C780511,NO_MATCH,
C771245,NO_MATCH,
C466970,NO_MATCH,
C708580,MATCH,AR-84438
C777421,MATCH,AR-82662
C519425,MATCH,AR-18175
C541030,NO_MATCH,
C997991,NO_MATCH,
C729610,NO_MATCH,
C463093,NO_MATCH,
C312112,MATCH,AR-32641
C166662,NO_MATCH,
C139467,MATCH,AR-39685
C596147,NO_MATCH,
C158726,MATCH,AR-44091
C665393,MATCH,AR-97490
C901831,NO_MATCH,
C442097,NO_MATCH,
C407284,NO_MATCH,
C398588,MATCH,AR-92457
C171508,NO_MATCH,
C324103,NO_MATCH,
C757290,NO_MATCH,
C420951,NO_MATCH,
C779370,NO_MATCH,
C679003,NO_MATCH,
C591396,MATCH,AR-96287
C564342,MATCH,AR-27791
C953119,NO_MATCH,
C142189,NO_MATCH,
C761310,MATCH,AR-96079
C165165,NO_MATCH,
C364062,MATCH,AR-18364
C425012,NO_MATCH,
C872722,MATCH,AR-30841
C248915,NO_MATCH,
C768214,MATCH,AR-72518
C291679,NO_MATCH,
C694482,NO_MATCH,
C569421,MATCH,AR-53694
C159168,NO_MATCH,
C498766,MATCH,AR-74587
C380835,NO_MATCH,
C190048,NO_MATCH,
C131299,NO_MATCH,
C560150,MATCH,AR-76118
C800321,NO_MATCH,
C877001,NO_MATCH,
C144604,NO_MATCH,
C731631,NO_MATCH,
C778609,NO_MATCH,
C649847,MATCH,AR-14808
C939144,NO_MATCH,
C315788,MATCH,AR-23957
C136087,NO_MATCH,
C752258,MATCH,AR-84343
C692408,NO_MATCH,
C684080,NO_MATCH,
C308159,NO_MATCH,
C998360,MATCH,AR-91830
C302760,NO_MATCH,
C928623,MATCH,AR-45715
C852113,NO_MATCH,
C202552,NO_MATCH,
C300344,NO_MATCH,
C636265,NO_MATCH,
C855021,MATCH,AR-48897
C704240,NO_MATCH,
C273145,NO_MATCH,
C722784,NO_MATCH,
C725665,NO_MATCH,
C569855,NO_MATCH,
C398682,NO_MATCH,
C303521,NO_MATCH,
C136194,NO_MATCH,
C228175,NO_MATCH,
C155525,MATCH,AR-80390
C486021,MATCH,AR-37474
C668454,NO_MATCH,
C403857,MATCH,AR-83862
C406677,MATCH,AR-49595
C504257,NO_MATCH,
C362109,NO_MATCH,
C387489,MATCH,AR-17474
C564829,MATCH,AR-71545
C378251,NO_MATCH,
C426792,NO_MATCH,
C342210,MATCH,AR-67096
C818248,NO_MATCH,
C183362,NO_MATCH,
C550402,NO_MATCH,
C312212,MATCH,AR-98388
C662368,MATCH,AR-86332
C904773,NO_MATCH,
C512498,MATCH,AR-65624
C813110,NO_MATCH,
C785880,NO_MATCH,
C859286,MATCH,AR-87748
C783656,NO_MATCH,
C206367,MATCH,AR-26627
C859861,NO_MATCH,
C325021,MATCH,AR-28500
C836612,MATCH,AR-69731
C159569,NO_MATCH,
C583143,NO_MATCH,
C934555,MATCH,AR-44143
C165340,NO_MATCH,
C105406,NO_MATCH,
C986501,NO_MATCH,
C703966,MATCH,AR-75950
C279308,NO_MATCH,
C413267,NO_MATCH,
C635365,NO_MATCH,
C449839,NO_MATCH,
C572074,NO_MATCH,
C289851,NO_MATCH,
C182774,MATCH,AR-63089
C351742,MATCH,AR-57934
C116908,MATCH,AR-87822
C576078,NO_MATCH,
C723766,NO_MATCH,
C220485,NO_MATCH,
C253604,NO_MATCH,
C431766,MATCH,AR-93553
C498307,MATCH,AR-54599
C453243,NO_MATCH,
C543000,MATCH,AR-93753
C574439,NO_MATCH,
C502211,MATCH,AR-11286
C255812,MATCH,AR-58257
C498598,NO_MATCH,
C893679,NO_MATCH,
C735836,NO_MATCH,
C888120,MATCH,AR-62089
C297385,NO_MATCH,
C601129,MATCH,AR-71275
C884187,MATCH,AR-73019
C320184,MATCH,AR-89161
C657183,NO_MATCH,
C329290,NO_MATCH,
C859064,NO_MATCH,
C897700,MATCH,AR-57254
C901809,NO_MATCH,
C636054,NO_MATCH,
C606822,MATCH,AR-70324
C960355,MATCH,AR-72196
C581569,MATCH,AR-36500
C985553,MATCH,AR-60459
C896623,NO_MATCH,
C406221,MATCH,AR-88780
C700610,MATCH,AR-52240
C869312,MATCH,AR-92891
C123523,NO_MATCH,
C713960,NO_MATCH,
C602564,MATCH,AR-73548
C586670,MATCH,AR-12065
C399792,NO_MATCH,
C672893,NO_MATCH,
C429635,MATCH,AR-27172
C478197,NO_MATCH,
C548347,NO_MATCH,
C209636,NO_MATCH,
C293926,MATCH,AR-88073
C295852,NO_MATCH,
C825938,NO_MATCH,
C599227,MATCH,AR-14803
C658252,MATCH,AR-22754
C642572,MATCH,AR-14705
C694480,NO_MATCH,
C832928,MATCH,AR-38912
C234368,NO_MATCH,
C571458,NO_MATCH,
C778234,MATCH,AR-97340
C533445,NO_MATCH,
C854272,MATCH,AR-60227
C794851,NO_MATCH,
C465527,MATCH,AR-17928
C851716,NO_MATCH,
C851914,MATCH,AR-48855
C254822,MATCH,AR-53436
C672274,NO_MATCH,
C315402,NO_MATCH,
C639615,NO_MATCH,
C761431,NO_MATCH,
C899899,NO_MATCH,
C700819,MATCH,AR-65782
C853775,NO_MATCH,
C886589,NO_MATCH,
C917145,MATCH,AR-18931
C764559,NO_MATCH,
C420124,NO_MATCH,
C646280,NO_MATCH,
C513419,MATCH,AR-95709
C266355,NO_MATCH,
C170649,NO_MATCH,
C735546,NO_MATCH,
C377582,NO_MATCH,
C352195,NO_MATCH,
C706835,NO_MATCH,
C910847,MATCH,AR-22403
C465714,MATCH,AR-41805
C698134,NO_MATCH,
C372174,NO_MATCH,
C965845,NO_MATCH,
C752099,MATCH,AR-11298
C999948,NO_MATCH,
C362612,MATCH,AR-94317
C523458,NO_MATCH,
C753489,NO_MATCH,
C693882,NO_MATCH,
C566671,NO_MATCH,
C408715,NO_MATCH,
C142256,NO_MATCH,
C325987,NO_MATCH,
C569165,NO_MATCH,
C578462,NO_MATCH,
C492836,NO_MATCH,
C807810,MATCH,AR-91064
C781517,NO_MATCH,
C487920,NO_MATCH,
C751172,MATCH,AR-10430
C937803,NO_MATCH,
C957706,NO_MATCH,
C434515,NO_MATCH,
C113614,MATCH,AR-41268
C552869,NO_MATCH,
C864025,NO_MATCH,
C701536,NO_MATCH,
C457821,MATCH,AR-59565
C582729,NO_MATCH,
C943758,NO_MATCH,
C942846,NO_MATCH,
C888332,NO_MATCH,
C429651,NO_MATCH,
C253916,NO_MATCH,
C447165,NO_MATCH,
C534487,MATCH,AR-59695
C394033,NO_MATCH,
C753770,NO_MATCH,
C345443,NO_MATCH,
C611870,NO_MATCH,
C308956,MATCH,AR-21117
C107896,NO_MATCH,
C698981,NO_MATCH,
C832295,NO_MATCH,
C750715,NO_MATCH,
C867943,NO_MATCH,
C527036,MATCH,AR-37004
C337231,NO_MATCH,
C532805,NO_MATCH,
C311571,NO_MATCH,
C862992,NO_MATCH,
C240489,NO_MATCH,
C319821,MATCH,AR-95153
C607791,MATCH,AR-47186
C571186,NO_MATCH,
C722618,MATCH,AR-79187
C467156,NO_MATCH,
C466356,MATCH,AR-86562
C325239,MATCH,AR-53669
C689792,NO_MATCH,
C217290,MATCH,AR-28339
C553013,MATCH,AR-32192
C742153,NO_MATCH,
C108512,NO_MATCH,
C841146,NO_MATCH,
C177911,NO_MATCH,
C425838,MATCH,AR-35947
C798734,MATCH,AR-77510
C450429,NO_MATCH,
C742311,NO_MATCH,
C557189,NO_MATCH,
C759862,NO_MATCH,
C960950,MATCH,AR-65119
